order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000801,CUST0184,PROD037,1,3351.27,completed,Debit Card,Jaipur,2026-05-05 15:22:00
ORD000802,CUST0200,PROD024,1,2932.73,completed,Net Banking,Kolkata,2026-05-05 15:06:00
ORD000803,CUST0034,PROD031,1,2153.19,completed,UPI,Pune,2026-05-05 21:05:00
ORD000804,CUST0068,PROD038,1,3905.18,completed,Debit Card,Ahmedabad,2026-05-05 20:37:00
ORD000805,CUST0037,PROD033,3,12383.61,completed,Debit Card,Bangalore,2026-05-05 23:46:00
ORD000806,CUST0192,PROD011,1,2393.11,failed,Credit Card,Delhi,2026-05-05 11:44:00
ORD000807,CUST0011,PROD034,1,2880.24,completed,Credit Card,Hyderabad,2026-05-05 21:07:00
ORD000808,CUST0037,PROD010,1,188.49,pending,Debit Card,Mumbai,2026-05-05 19:19:00
ORD000809,CUST0190,PROD032,1,956.23,completed,EMI,Pune,2026-05-05 17:56:00
ORD000810,CUST0080,PROD037,1,2431.82,completed,Credit Card,Kolkata,2026-05-05 10:55:00
ORD000811,CUST0196,PROD009,1,3048.26,completed,Debit Card,Ahmedabad,2026-05-05 23:53:00
ORD000812,CUST0160,PROD043,2,3319.64,completed,Debit Card,Chennai,2026-05-05 22:09:00
ORD000813,CUST0114,PROD048,1,4792.49,completed,UPI,Bangalore,2026-05-05 20:21:00
ORD000814,CUST0080,PROD036,1,3869.4,completed,EMI,Delhi,2026-05-05 08:36:00
ORD000815,CUST0146,PROD034,1,3800.2,completed,Debit Card,Jaipur,2026-05-05 14:39:00
ORD000816,CUST0005,PROD018,1,2682.7,pending,Net Banking,Surat,2026-05-05 08:07:00
ORD000817,CUST0103,PROD038,2,6107.86,completed,UPI,Pune,2026-05-05 22:05:00
ORD000818,CUST0082,PROD025,1,4305.26,completed,UPI,Delhi,2026-05-05 21:11:00
ORD000819,CUST0023,PROD010,1,1314.99,completed,Debit Card,Bangalore,2026-05-05 13:18:00
ORD000820,CUST0183,PROD004,3,2844.65,completed,UPI,Pune,2026-05-05 09:39:00
ORD000821,CUST0031,PROD004,2,2653.55,completed,EMI,Surat,2026-05-05 12:26:00
ORD000822,CUST0030,PROD018,1,2546.89,completed,Debit Card,Jaipur,2026-05-05 15:31:00
ORD000823,CUST0060,PROD002,1,2067.09,completed,EMI,Delhi,2026-05-05 21:04:00
ORD000824,CUST0078,PROD037,1,3936.81,completed,UPI,Jaipur,2026-05-05 15:48:00
ORD000825,CUST0044,PROD016,3,5693.58,completed,Debit Card,Jaipur,2026-05-05 14:50:00
ORD000826,CUST0159,PROD019,1,2350.03,completed,Net Banking,Mumbai,2026-05-05 22:02:00
ORD000827,CUST0065,PROD044,2,2805.7,completed,Credit Card,Chennai,2026-05-05 09:59:00
ORD000828,CUST0018,PROD020,1,2693.74,completed,UPI,Bangalore,2026-05-05 17:02:00
ORD000829,CUST0082,PROD044,1,3071.7,failed,Credit Card,Ahmedabad,2026-05-05 16:56:00
ORD000830,CUST0054,PROD030,1,1642.11,returned,Credit Card,Mumbai,2026-05-05 16:15:00
ORD000831,CUST0002,PROD001,2,6126.99,completed,Debit Card,Jaipur,2026-05-05 12:41:00
ORD000832,CUST0167,PROD042,1,451.69,completed,UPI,Ahmedabad,2026-05-05 23:48:00
ORD000833,CUST0154,PROD023,3,5739.19,completed,UPI,Delhi,2026-05-05 11:22:00
ORD000834,CUST0057,PROD048,2,4501.32,completed,Credit Card,Pune,2026-05-05 22:23:00
ORD000835,CUST0184,PROD015,2,6289.84,completed,Debit Card,Pune,2026-05-05 14:05:00
ORD000836,CUST0156,PROD014,1,3535.04,completed,Debit Card,Delhi,2026-05-05 09:17:00
ORD000837,CUST0050,PROD043,1,893.86,completed,EMI,Surat,2026-05-05 16:36:00
ORD000838,CUST0033,PROD017,1,3742.57,failed,Net Banking,Jaipur,2026-05-05 13:04:00
ORD000839,CUST0178,PROD044,2,328.86,completed,Credit Card,Jaipur,2026-05-05 16:12:00
ORD000840,CUST0167,PROD004,2,6445.57,pending,Credit Card,Kolkata,2026-05-05 22:00:00
ORD000841,CUST0127,PROD024,1,2615.56,completed,UPI,Chennai,2026-05-05 21:17:00
ORD000842,CUST0081,PROD001,2,5370.86,completed,Credit Card,Delhi,2026-05-05 09:17:00
ORD000843,CUST0020,PROD016,1,3463.27,completed,Credit Card,Hyderabad,2026-05-05 08:47:00
ORD000844,CUST0111,PROD002,1,187.97,completed,Credit Card,Hyderabad,2026-05-05 10:40:00
ORD000845,CUST0014,PROD022,1,4796.07,completed,Net Banking,Delhi,2026-05-05 15:06:00
ORD000846,CUST0032,PROD006,1,2259.96,returned,UPI,Kolkata,2026-05-05 22:48:00
ORD000847,CUST0033,PROD004,2,743.78,failed,Debit Card,Mumbai,2026-05-05 18:56:00
ORD000848,CUST0174,PROD004,1,375.66,completed,Credit Card,Kolkata,2026-05-05 17:39:00
ORD000849,CUST0154,PROD043,1,2084.98,completed,Debit Card,Kolkata,2026-05-05 20:06:00
ORD000850,CUST0026,PROD022,1,3120.04,completed,UPI,Ahmedabad,2026-05-05 22:50:00
ORD000851,CUST0153,PROD046,1,558.31,completed,Net Banking,Surat,2026-05-05 18:37:00
ORD000852,CUST0124,PROD047,1,1809.19,completed,Net Banking,Chennai,2026-05-05 12:40:00
ORD000853,CUST0150,PROD028,1,682.02,completed,Credit Card,Hyderabad,2026-05-05 12:51:00
ORD000854,CUST0075,PROD024,1,3036.48,returned,EMI,Surat,2026-05-05 12:09:00
ORD000855,CUST0144,PROD004,1,4104.96,completed,Net Banking,Chennai,2026-05-05 12:03:00
ORD000856,CUST0122,PROD045,1,987.31,completed,Debit Card,Surat,2026-05-05 14:50:00
ORD000857,CUST0158,PROD020,1,4817.17,completed,Net Banking,Delhi,2026-05-05 18:54:00
ORD000858,CUST0057,PROD001,1,258.85,completed,Net Banking,Ahmedabad,2026-05-05 22:56:00
ORD000859,CUST0085,PROD048,1,3853.32,completed,Debit Card,Bangalore,2026-05-05 14:15:00
ORD000860,CUST0143,PROD008,1,1821.54,completed,Debit Card,Chennai,2026-05-05 08:23:00
ORD000861,CUST0073,PROD012,3,3106.97,completed,Credit Card,Bangalore,2026-05-05 19:02:00
ORD000862,CUST0006,PROD012,1,933.78,pending,UPI,Mumbai,2026-05-05 18:54:00
ORD000863,CUST0087,PROD014,1,4430.81,completed,Net Banking,Pune,2026-05-05 12:24:00
ORD000864,CUST0160,PROD028,1,2658.29,pending,UPI,Delhi,2026-05-05 19:42:00
ORD000865,CUST0050,PROD035,2,7969.49,completed,Credit Card,Pune,2026-05-05 12:56:00
ORD000866,CUST0158,PROD038,1,278.67,completed,EMI,Hyderabad,2026-05-05 21:40:00
ORD000867,CUST0072,PROD009,1,3165.82,pending,EMI,Ahmedabad,2026-05-05 12:20:00
ORD000868,CUST0170,PROD040,1,2379.8,completed,EMI,Kolkata,2026-05-05 14:46:00
ORD000869,CUST0183,PROD024,1,936.04,completed,Debit Card,Ahmedabad,2026-05-05 19:31:00
ORD000870,CUST0150,PROD042,1,3208.62,completed,Net Banking,Chennai,2026-05-05 23:17:00
ORD000871,CUST0109,PROD025,1,1132.04,completed,Credit Card,Hyderabad,2026-05-05 22:55:00
ORD000872,CUST0133,PROD023,1,1510.49,completed,UPI,Ahmedabad,2026-05-05 10:08:00
ORD000873,CUST0095,PROD032,1,2190.9,completed,Debit Card,Mumbai,2026-05-05 18:27:00
ORD000874,CUST0092,PROD006,1,3244.51,completed,EMI,Jaipur,2026-05-05 13:28:00
ORD000875,CUST0031,PROD005,1,1177.32,completed,EMI,Chennai,2026-05-05 10:50:00
