order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000001,CUST0085,PROD050,1,4354.99,completed,EMI,Mumbai,2026-05-01 14:37:00
ORD000002,CUST0139,PROD017,3,14814.78,pending,UPI,Mumbai,2026-05-01 16:54:00
ORD000003,CUST0151,PROD021,1,3952.74,completed,Credit Card,Mumbai,2026-05-01 12:00:00
ORD000004,CUST0017,PROD031,1,612.56,completed,Credit Card,Jaipur,2026-05-01 12:47:00
ORD000005,CUST0012,PROD047,1,4729.81,pending,EMI,Hyderabad,2026-05-01 11:28:00
ORD000006,CUST0123,PROD026,3,1053.26,completed,UPI,Ahmedabad,2026-05-01 22:41:00
ORD000007,CUST0038,PROD005,2,3288.91,completed,EMI,Surat,2026-05-01 22:04:00
ORD000008,CUST0117,PROD033,3,8028.77,completed,UPI,Delhi,2026-05-01 18:24:00
ORD000009,CUST0087,PROD030,1,1181.04,completed,UPI,Pune,2026-05-01 14:27:00
ORD000010,CUST0040,PROD044,1,1902.79,failed,UPI,Delhi,2026-05-01 21:20:00
ORD000011,CUST0096,PROD009,1,3735.72,completed,EMI,Jaipur,2026-05-01 10:05:00
ORD000012,CUST0171,PROD049,1,1800.31,completed,UPI,Hyderabad,2026-05-01 18:42:00
ORD000013,CUST0040,PROD043,1,2561.69,completed,UPI,Pune,2026-05-01 17:22:00
ORD000014,CUST0110,PROD036,1,2891.8,returned,EMI,Surat,2026-05-01 19:07:00
ORD000015,CUST0069,PROD002,2,8311.66,completed,Credit Card,Pune,2026-05-01 08:38:00
ORD000016,CUST0169,PROD026,1,759.09,completed,UPI,Delhi,2026-05-01 19:00:00
ORD000017,CUST0095,PROD020,1,1737.44,completed,EMI,Surat,2026-05-01 14:24:00
ORD000018,CUST0159,PROD004,1,829.18,completed,Credit Card,Ahmedabad,2026-05-01 10:56:00
ORD000019,CUST0056,PROD049,1,2100.21,completed,Credit Card,Kolkata,2026-05-01 21:31:00
ORD000020,CUST0135,PROD043,1,2986.01,completed,Net Banking,Kolkata,2026-05-01 11:18:00
ORD000021,CUST0197,PROD009,1,4729.35,completed,Credit Card,Pune,2026-05-01 09:00:00
ORD000022,CUST0034,PROD025,1,2181.74,completed,Net Banking,Jaipur,2026-05-01 11:00:00
ORD000023,CUST0112,PROD002,1,3723.1,completed,UPI,Pune,2026-05-01 19:04:00
ORD000024,CUST0075,PROD008,1,3218.7,completed,Credit Card,Bangalore,2026-05-01 21:36:00
ORD000025,CUST0112,PROD007,1,1841.17,completed,EMI,Kolkata,2026-05-01 22:53:00
