order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000601,CUST0021,PROD030,1,4806.58,completed,Credit Card,Chennai,2026-05-04 10:23:00
ORD000602,CUST0049,PROD020,1,1951.61,completed,UPI,Pune,2026-05-04 13:35:00
ORD000603,CUST0049,PROD009,2,4436.04,completed,UPI,Surat,2026-05-04 23:05:00
ORD000604,CUST0165,PROD020,1,3974.06,completed,Debit Card,Mumbai,2026-05-04 15:31:00
ORD000605,CUST0011,PROD026,1,3949.5,completed,EMI,Ahmedabad,2026-05-04 09:21:00
ORD000606,CUST0010,PROD048,1,4627.84,completed,UPI,Ahmedabad,2026-05-04 12:47:00
ORD000607,CUST0045,PROD041,1,696.16,completed,Credit Card,Delhi,2026-05-04 09:15:00
ORD000608,CUST0028,PROD008,1,2975.66,completed,EMI,Chennai,2026-05-04 22:39:00
ORD000609,CUST0189,PROD044,1,1719.85,completed,UPI,Surat,2026-05-04 10:51:00
ORD000610,CUST0196,PROD003,2,7951.71,completed,Credit Card,Delhi,2026-05-04 12:20:00
ORD000611,CUST0179,PROD024,1,2105.01,completed,Debit Card,Chennai,2026-05-04 11:17:00
ORD000612,CUST0157,PROD025,1,4244.47,completed,UPI,Ahmedabad,2026-05-04 09:08:00
ORD000613,CUST0181,PROD042,1,4634.38,completed,Credit Card,Kolkata,2026-05-04 10:00:00
ORD000614,CUST0070,PROD034,1,758.28,completed,Net Banking,Bangalore,2026-05-04 23:44:00
ORD000615,CUST0023,PROD041,1,2524.44,pending,Credit Card,Pune,2026-05-04 09:38:00
ORD000616,CUST0136,PROD007,1,999.92,completed,EMI,Jaipur,2026-05-04 21:00:00
ORD000617,CUST0071,PROD004,1,3313.67,completed,Net Banking,Ahmedabad,2026-05-04 15:29:00
ORD000618,CUST0014,PROD042,1,4617.23,completed,Net Banking,Kolkata,2026-05-04 23:11:00
ORD000619,CUST0117,PROD003,1,4455.89,completed,UPI,Jaipur,2026-05-04 16:21:00
ORD000620,CUST0030,PROD005,1,2451.05,failed,Debit Card,Surat,2026-05-04 13:10:00
ORD000621,CUST0084,PROD015,1,3400.42,completed,Credit Card,Chennai,2026-05-04 18:26:00
ORD000622,CUST0097,PROD015,1,4355.94,completed,EMI,Ahmedabad,2026-05-04 11:15:00
ORD000623,CUST0157,PROD030,1,1120.02,completed,Credit Card,Bangalore,2026-05-04 09:56:00
ORD000624,CUST0070,PROD013,1,1825.02,completed,UPI,Surat,2026-05-04 22:46:00
ORD000625,CUST0118,PROD027,1,4265.67,completed,Credit Card,Chennai,2026-05-04 09:17:00
ORD000626,CUST0157,PROD011,1,3983.1,completed,EMI,Chennai,2026-05-04 17:38:00
ORD000627,CUST0056,PROD038,2,4943.21,completed,Debit Card,Hyderabad,2026-05-04 10:26:00
ORD000628,CUST0064,PROD021,1,4369.36,completed,Net Banking,Surat,2026-05-04 08:46:00
ORD000629,CUST0012,PROD003,1,75.13,returned,EMI,Mumbai,2026-05-04 12:58:00
ORD000630,CUST0179,PROD007,1,4058.1,completed,Net Banking,Delhi,2026-05-04 21:33:00
ORD000631,CUST0034,PROD023,1,4752.17,completed,UPI,Mumbai,2026-05-04 08:44:00
ORD000632,CUST0147,PROD048,1,3531.36,completed,Debit Card,Ahmedabad,2026-05-04 23:42:00
ORD000633,CUST0095,PROD041,1,965.48,completed,UPI,Delhi,2026-05-04 12:55:00
ORD000634,CUST0076,PROD028,1,2678.06,completed,EMI,Jaipur,2026-05-04 20:57:00
ORD000635,CUST0086,PROD048,1,3121.25,failed,EMI,Pune,2026-05-04 14:50:00
ORD000636,CUST0011,PROD024,1,2353.5,completed,EMI,Delhi,2026-05-04 09:07:00
ORD000637,CUST0030,PROD042,3,3693.7,completed,EMI,Chennai,2026-05-04 14:08:00
ORD000638,CUST0175,PROD028,1,1373.42,completed,UPI,Pune,2026-05-04 15:20:00
ORD000639,CUST0032,PROD031,1,2657.08,completed,EMI,Hyderabad,2026-05-04 19:28:00
ORD000640,CUST0178,PROD005,1,3382.87,completed,Debit Card,Delhi,2026-05-04 22:39:00
ORD000641,CUST0020,PROD007,2,2954.89,completed,UPI,Bangalore,2026-05-04 10:25:00
ORD000642,CUST0161,PROD002,2,5254.81,completed,EMI,Bangalore,2026-05-04 23:09:00
ORD000643,CUST0006,PROD019,1,3701.66,completed,UPI,Chennai,2026-05-04 23:22:00
ORD000644,CUST0084,PROD032,1,3296.01,completed,EMI,Jaipur,2026-05-04 18:26:00
ORD000645,CUST0079,PROD011,1,703.17,pending,Net Banking,Ahmedabad,2026-05-04 22:29:00
ORD000646,CUST0091,PROD019,1,284.23,completed,Net Banking,Surat,2026-05-04 19:18:00
ORD000647,CUST0045,PROD046,1,952.29,completed,Net Banking,Bangalore,2026-05-04 13:45:00
ORD000648,CUST0033,PROD029,1,1617.3,completed,Net Banking,Chennai,2026-05-04 15:07:00
ORD000649,CUST0096,PROD029,1,1752.04,completed,Net Banking,Jaipur,2026-05-04 09:42:00
ORD000650,CUST0128,PROD050,2,4105.17,completed,Debit Card,Pune,2026-05-04 17:07:00
ORD000651,CUST0130,PROD022,3,8260.26,completed,Credit Card,Ahmedabad,2026-05-04 12:00:00
ORD000652,CUST0038,PROD037,3,8669.85,completed,Debit Card,Pune,2026-05-04 17:48:00
ORD000653,CUST0174,PROD036,1,248.4,completed,UPI,Kolkata,2026-05-04 11:46:00
ORD000654,CUST0156,PROD042,1,1665.51,completed,EMI,Chennai,2026-05-04 15:28:00
ORD000655,CUST0115,PROD044,1,2715.14,completed,UPI,Jaipur,2026-05-04 16:12:00
ORD000656,CUST0131,PROD004,1,3035.7,failed,Credit Card,Kolkata,2026-05-04 20:12:00
ORD000657,CUST0096,PROD001,2,3759.34,completed,Credit Card,Hyderabad,2026-05-04 12:45:00
ORD000658,CUST0114,PROD048,1,1117.69,returned,Debit Card,Hyderabad,2026-05-04 22:55:00
ORD000659,CUST0187,PROD027,1,4493.73,completed,EMI,Surat,2026-05-04 13:51:00
ORD000660,CUST0135,PROD022,1,2399.33,completed,EMI,Kolkata,2026-05-04 10:09:00
ORD000661,CUST0107,PROD012,1,4576.33,completed,EMI,Bangalore,2026-05-04 10:00:00
ORD000662,CUST0126,PROD003,2,2965.69,pending,Credit Card,Surat,2026-05-04 14:11:00
ORD000663,CUST0007,PROD001,1,2344.09,completed,Credit Card,Ahmedabad,2026-05-04 17:31:00
ORD000664,CUST0046,PROD032,1,1474.06,failed,Net Banking,Mumbai,2026-05-04 11:41:00
ORD000665,CUST0018,PROD039,1,4971.95,completed,EMI,Ahmedabad,2026-05-04 11:48:00
ORD000666,CUST0178,PROD008,1,3445.27,completed,EMI,Mumbai,2026-05-04 21:55:00
ORD000667,CUST0119,PROD045,1,773.38,completed,Net Banking,Mumbai,2026-05-04 16:10:00
