order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000601,CUST0098,PROD018,1,116677.34,completed,UPI,Hyderabad,2026-05-04 16:10:00
ORD000602,CUST0052,PROD032,1,146923.59,completed,Net Banking,Ahmedabad,2026-05-04 16:11:00
ORD000603,CUST0165,PROD028,1,33148.78,completed,Debit Card,Hyderabad,2026-05-04 11:09:00
ORD000604,CUST0199,PROD037,1,109268.0,completed,Debit Card,Bangalore,2026-05-04 11:02:00
ORD000605,CUST0180,PROD025,1,40332.25,completed,Debit Card,Surat,2026-05-04 08:59:00
ORD000606,CUST0112,PROD050,1,73856.58,completed,UPI,Jaipur,2026-05-04 08:32:00
ORD000607,CUST0124,PROD045,1,122787.51,completed,EMI,Pune,2026-05-04 15:00:00
ORD000608,CUST0166,PROD004,1,95024.74,completed,EMI,Pune,2026-05-04 18:43:00
ORD000609,CUST0052,PROD050,1,43848.82,completed,UPI,Kolkata,2026-05-04 10:53:00
ORD000610,CUST0092,PROD007,1,94777.25,completed,Debit Card,Chennai,2026-05-04 14:19:00
ORD000611,CUST0062,PROD047,1,149459.34,completed,UPI,Jaipur,2026-05-04 12:02:00
ORD000612,CUST0005,PROD054,1,121860.82,completed,UPI,Pune,2026-05-04 17:31:00
ORD000613,CUST0134,PROD052,1,98250.57,completed,EMI,Bangalore,2026-05-04 09:25:00
ORD000614,CUST0168,PROD048,1,21667.78,completed,EMI,Mumbai,2026-05-04 15:59:00
ORD000615,CUST0013,PROD001,1,26251.23,failed,UPI,Ahmedabad,2026-05-04 15:44:00
ORD000616,CUST0030,PROD053,1,122711.82,completed,EMI,Chennai,2026-05-04 13:53:00
ORD000617,CUST0189,PROD022,1,121822.39,completed,Credit Card,Delhi,2026-05-04 10:51:00
ORD000618,CUST0012,PROD051,2,64756.32,completed,Credit Card,Delhi,2026-05-04 12:20:00
ORD000619,CUST0095,PROD027,1,25623.6,completed,Debit Card,Chennai,2026-05-04 11:17:00
ORD000620,CUST0097,PROD055,1,95013.09,completed,UPI,Ahmedabad,2026-05-04 09:08:00
ORD000621,CUST0152,PROD006,1,106157.82,failed,Debit Card,Ahmedabad,2026-05-04 10:00:00
ORD000622,CUST0106,PROD018,1,78701.49,completed,Net Banking,Surat,2026-05-04 12:13:00
ORD000623,CUST0023,PROD032,1,92001.45,completed,Credit Card,Pune,2026-05-04 09:38:00
ORD000624,CUST0136,PROD013,1,18067.42,returned,EMI,Pune,2026-05-04 21:00:00
ORD000625,CUST0014,PROD043,1,31612.25,completed,Net Banking,Ahmedabad,2026-05-04 15:29:00
ORD000626,CUST0094,PROD003,1,8577.13,completed,Debit Card,Hyderabad,2026-05-04 23:11:00
ORD000627,CUST0027,PROD049,2,136491.14,completed,EMI,Bangalore,2026-05-04 18:39:00
ORD000628,CUST0061,PROD033,1,17851.73,completed,EMI,Surat,2026-05-04 13:50:00
ORD000629,CUST0059,PROD044,1,134806.73,completed,Credit Card,Chennai,2026-05-04 18:26:00
ORD000630,CUST0057,PROD056,1,30393.4,completed,EMI,Ahmedabad,2026-05-04 11:15:00
