order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000001,CUST0028,PROD024,1,77229.07,completed,Net Banking,Surat,2026-05-01 10:30:00
ORD000002,CUST0078,PROD056,1,99006.01,completed,UPI,Mumbai,2026-05-01 09:46:00
ORD000003,CUST0183,PROD044,1,16640.29,failed,UPI,Delhi,2026-05-01 23:54:00
ORD000004,CUST0163,PROD009,1,41614.89,completed,Credit Card,Kolkata,2026-05-01 18:38:00
ORD000005,CUST0180,PROD028,1,15327.18,completed,EMI,Chennai,2026-05-01 17:29:00
ORD000006,CUST0117,PROD027,2,102340.56,completed,UPI,Pune,2026-05-01 21:28:00
ORD000007,CUST0176,PROD024,1,143062.08,failed,UPI,Delhi,2026-05-01 21:20:00
ORD000008,CUST0034,PROD048,1,110950.0,completed,EMI,Jaipur,2026-05-01 10:05:00
ORD000009,CUST0193,PROD023,1,131104.3,completed,UPI,Hyderabad,2026-05-01 18:42:00
ORD000010,CUST0169,PROD033,1,32304.45,completed,UPI,Pune,2026-05-01 17:22:00
ORD000011,CUST0110,PROD037,1,34310.78,pending,EMI,Surat,2026-05-01 19:07:00
ORD000012,CUST0008,PROD054,2,208347.88,completed,Credit Card,Pune,2026-05-01 08:38:00
ORD000013,CUST0103,PROD010,1,85165.0,completed,UPI,Delhi,2026-05-01 19:00:00
ORD000014,CUST0080,PROD022,1,24032.69,completed,EMI,Surat,2026-05-01 14:24:00
ORD000015,CUST0013,PROD011,1,113288.16,completed,Credit Card,Ahmedabad,2026-05-01 10:56:00
ORD000016,CUST0194,PROD027,1,41338.44,completed,Credit Card,Kolkata,2026-05-01 21:31:00
ORD000017,CUST0171,PROD038,1,73251.6,completed,Net Banking,Kolkata,2026-05-01 11:18:00
ORD000018,CUST0196,PROD014,1,115218.75,completed,Credit Card,Delhi,2026-05-01 09:00:00
ORD000019,CUST0137,PROD012,1,19813.26,completed,EMI,Jaipur,2026-05-01 08:31:00
ORD000020,CUST0005,PROD048,1,6824.19,completed,UPI,Pune,2026-05-01 19:04:00
ORD000021,CUST0030,PROD041,1,62945.25,completed,Credit Card,Bangalore,2026-05-01 21:36:00
