order_id,customer_id,product_id,quantity,amount,status,payment_method,city,created_at
ORD000401,CUST0034,PROD015,1,57042.6,completed,Net Banking,Jaipur,2026-05-03 22:38:00
ORD000402,CUST0158,PROD007,1,27024.62,completed,EMI,Jaipur,2026-05-03 21:52:00
ORD000403,CUST0139,PROD009,1,135346.72,pending,Debit Card,Jaipur,2026-05-03 11:05:00
ORD000404,CUST0059,PROD045,2,159415.14,failed,Debit Card,Kolkata,2026-05-03 21:23:00
ORD000405,CUST0148,PROD049,2,251319.96,completed,Net Banking,Hyderabad,2026-05-03 19:37:00
ORD000406,CUST0154,PROD055,1,13030.73,pending,Debit Card,Hyderabad,2026-05-03 23:49:00
ORD000407,CUST0134,PROD051,1,1563.55,completed,UPI,Kolkata,2026-05-03 14:00:00
ORD000408,CUST0040,PROD027,2,109318.66,completed,EMI,Hyderabad,2026-05-03 14:44:00
ORD000409,CUST0071,PROD037,1,55163.79,returned,Debit Card,Chennai,2026-05-03 16:54:00
ORD000410,CUST0144,PROD031,1,27218.58,completed,Credit Card,Hyderabad,2026-05-03 21:35:00
ORD000411,CUST0169,PROD048,1,21141.24,completed,Net Banking,Ahmedabad,2026-05-03 19:49:00
ORD000412,CUST0141,PROD026,1,118019.13,completed,UPI,Bangalore,2026-05-03 13:06:00
ORD000413,CUST0121,PROD006,1,123576.69,failed,Debit Card,Delhi,2026-05-03 20:40:00
ORD000414,CUST0186,PROD006,1,91549.81,completed,Debit Card,Surat,2026-05-03 10:16:00
ORD000415,CUST0045,PROD004,3,425653.56,completed,Debit Card,Mumbai,2026-05-03 17:45:00
ORD000416,CUST0050,PROD052,1,77963.92,completed,EMI,Jaipur,2026-05-03 14:54:00
ORD000417,CUST0168,PROD003,1,54281.13,completed,Net Banking,Delhi,2026-05-03 15:39:00
ORD000418,CUST0151,PROD043,1,59573.9,completed,UPI,Delhi,2026-05-03 16:49:00
ORD000419,CUST0150,PROD054,1,84087.52,completed,Credit Card,Chennai,2026-05-03 10:35:00
ORD000420,CUST0045,PROD037,2,-2390.78,completed,UPI,Jaipur,2026-05-03 14:29:00
ORD000421,CUST0066,PROD008,1,120539.87,pending,EMI,Hyderabad,2026-05-03 10:32:00
ORD000422,CUST0087,PROD050,1,36869.35,returned,Debit Card,Ahmedabad,2026-05-03 22:24:00
ORD000423,CUST0057,PROD005,1,57709.65,completed,Net Banking,Pune,2026-05-03 08:30:00
ORD000424,CUST0068,PROD001,1,105272.37,completed,UPI,Kolkata,2026-05-03 21:22:00
ORD000425,CUST0091,PROD012,1,71745.04,completed,EMI,Hyderabad,2026-05-03 18:04:00
ORD000426,CUST0052,PROD013,1,75100.4,completed,Net Banking,Hyderabad,2026-05-03 13:47:00
ORD000427,CUST0092,PROD016,1,125532.04,completed,UPI,Delhi,2026-05-03 14:14:00
ORD000428,CUST0196,PROD032,3,276801.39,pending,UPI,Ahmedabad,2026-05-03 10:43:00
ORD000429,CUST0071,PROD057,1,-134601.47,completed,EMI,Hyderabad,2026-05-03 19:39:00
ORD000430,CUST0109,PROD009,1,8595.15,completed,EMI,Mumbai,2026-05-03 20:14:00
ORD000431,CUST0031,PROD050,2,53265.3,completed,Debit Card,Pune,2026-05-03 19:25:00
ORD000432,CUST0084,PROD025,1,87360.73,completed,Credit Card,Bangalore,2026-05-03 08:00:00
ORD000433,CUST0048,PROD040,1,51792.92,completed,Net Banking,Kolkata,2026-05-03 16:15:00
ORD000434,CUST0147,PROD018,2,135767.96,completed,EMI,Chennai,2026-05-03 19:23:00
ORD000435,CUST0098,PROD016,1,83523.34,completed,Net Banking,Ahmedabad,2026-05-03 11:46:00
ORD000436,CUST0162,PROD009,1,149336.48,completed,Credit Card,Ahmedabad,2026-05-03 08:11:00
ORD000437,CUST0026,PROD037,1,7632.54,completed,UPI,Chennai,2026-05-03 17:16:00
ORD000438,CUST0086,PROD007,2,135506.6,completed,Credit Card,Jaipur,2026-05-03 16:30:00
ORD000439,CUST0174,PROD008,1,52988.03,returned,Net Banking,Surat,2026-05-03 16:22:00
ORD000440,CUST0125,PROD021,1,101142.33,completed,Debit Card,Delhi,2026-05-03 13:49:00
ORD000441,CUST0043,PROD041,1,143510.87,completed,Credit Card,Kolkata,2026-05-03 20:39:00
ORD000442,CUST0059,PROD006,2,49437.84,completed,Credit Card,Hyderabad,2026-05-03 20:54:00
ORD000443,CUST0093,PROD050,2,258979.14,completed,EMI,Ahmedabad,2026-05-03 20:17:00
ORD000444,CUST0061,PROD002,1,19193.47,completed,UPI,Chennai,2026-05-03 21:10:00
ORD000445,CUST0122,PROD005,1,140550.65,completed,UPI,Kolkata,2026-05-03 13:25:00
ORD000446,CUST0100,PROD010,1,13104.53,completed,Net Banking,Hyderabad,2026-05-03 10:06:00
ORD000447,CUST0008,PROD034,1,125858.41,completed,Credit Card,Pune,2026-05-03 22:40:00
ORD000448,CUST0141,PROD035,3,-420783.63,completed,EMI,Bangalore,2026-05-03 23:29:00
ORD000449,CUST0135,PROD057,1,84815.68,completed,EMI,Hyderabad,2026-05-03 22:40:00
ORD000450,CUST0079,PROD052,1,13888.33,completed,Credit Card,Bangalore,2026-05-03 19:30:00
ORD000451,CUST0035,PROD053,1,113864.87,completed,Debit Card,Jaipur,2026-05-03 17:00:00
ORD000452,CUST0003,PROD049,2,143643.06,completed,Credit Card,Surat,2026-05-03 08:44:00
ORD000453,CUST0144,PROD024,1,28691.36,completed,Net Banking,Bangalore,2026-05-03 15:50:00
ORD000454,CUST0161,PROD017,1,12341.86,completed,EMI,Hyderabad,2026-05-03 20:53:00
ORD000455,CUST0049,PROD052,1,40688.89,pending,Net Banking,Bangalore,2026-05-03 17:41:00
ORD000456,CUST0180,PROD040,1,68188.7,completed,Net Banking,Pune,2026-05-03 17:07:00
ORD000457,CUST0027,PROD035,1,3808.57,completed,Net Banking,Ahmedabad,2026-05-03 08:09:00
ORD000458,CUST0088,PROD001,1,74290.14,completed,Debit Card,Pune,2026-05-03 08:14:00
ORD000459,CUST0193,PROD022,1,12493.35,returned,UPI,Hyderabad,2026-05-03 22:44:00
ORD000460,CUST0065,PROD012,1,29232.75,pending,UPI,Delhi,2026-05-03 20:04:00
ORD000461,CUST0009,PROD029,1,37450.75,completed,UPI,Jaipur,2026-05-03 15:24:00
ORD000462,CUST0041,PROD020,1,140464.18,completed,UPI,Jaipur,2026-05-03 14:30:00
ORD000463,CUST0014,PROD020,1,30209.18,pending,Net Banking,Delhi,2026-05-03 11:16:00
ORD000464,CUST0071,PROD001,1,25520.37,completed,Debit Card,Chennai,2026-05-03 15:40:00
ORD000465,CUST0153,PROD045,1,-71552.97,completed,UPI,Chennai,2026-05-03 08:02:00
ORD000466,CUST0195,PROD040,1,51094.1,completed,UPI,Pune,2026-05-03 13:31:00
ORD000467,CUST0060,PROD007,1,19311.2,completed,EMI,Pune,2026-05-03 12:44:00
ORD000468,CUST0186,PROD045,1,56976.46,completed,UPI,Ahmedabad,2026-05-03 22:46:00
ORD000469,CUST0146,PROD045,1,73768.75,completed,Credit Card,Pune,2026-05-03 22:35:00
ORD000470,CUST0142,PROD039,2,274427.72,completed,EMI,Bangalore,2026-05-03 22:17:00
ORD000471,,PROD035,2,110766.7,completed,EMI,Kolkata,2026-05-03 22:18:00
ORD000472,CUST0159,PROD055,1,54929.24,completed,UPI,Jaipur,2026-05-03 13:56:00
ORD000473,CUST0040,PROD032,1,114977.25,completed,Credit Card,Kolkata,2026-05-03 20:12:00
ORD000474,CUST0034,PROD043,1,10468.64,completed,UPI,Chennai,2026-05-03 18:07:00
ORD000475,CUST0100,PROD003,1,85866.32,completed,EMI,Surat,2026-05-03 11:31:00
ORD000476,CUST0004,PROD039,1,-107817.86,failed,Net Banking,Ahmedabad,2026-05-03 16:03:00
ORD000477,CUST0191,PROD004,2,108916.88,failed,Debit Card,Pune,2026-05-03 10:29:00
ORD000478,CUST0019,PROD034,1,6577.65,pending,UPI,Chennai,2026-05-03 09:52:00
ORD000479,CUST0050,PROD035,1,58107.0,completed,Net Banking,Surat,2026-05-03 11:06:00
ORD000480,CUST0197,PROD027,1,112043.2,completed,Credit Card,Ahmedabad,2026-05-03 13:35:00
ORD000481,CUST0103,PROD051,1,27469.28,completed,Net Banking,Jaipur,2026-05-03 21:56:00
ORD000482,CUST0084,PROD021,1,82737.16,pending,Debit Card,Kolkata,2026-05-03 22:59:00
ORD000483,CUST0197,PROD035,0,32482.26,completed,Credit Card,Pune,2026-05-03 18:38:00
ORD000484,CUST0073,PROD001,3,327251.52,completed,EMI,Bangalore,2026-05-03 22:28:00
ORD000485,CUST0081,PROD015,1,32616.01,completed,Credit Card,Jaipur,2026-05-03 17:00:00
ORD000486,CUST0068,PROD023,1,23838.01,completed,EMI,Chennai,2026-05-03 12:06:00
ORD000487,CUST0146,PROD006,2,171575.66,failed,UPI,Pune,2026-05-03 15:16:00
ORD000488,CUST0025,PROD045,1,105575.76,completed,Credit Card,Mumbai,2026-05-03 23:11:00
ORD000489,CUST0112,PROD050,1,50491.25,completed,UPI,Chennai,2026-05-03 20:05:00
ORD000490,CUST0135,PROD025,1,8592.13,completed,EMI,Surat,2026-05-03 08:40:00
ORD000491,CUST0173,PROD015,1,23403.02,completed,Debit Card,Ahmedabad,2026-05-03 12:20:00
ORD000492,CUST0034,PROD051,1,59451.2,completed,Debit Card,Surat,2026-05-03 10:14:00
ORD000493,CUST0112,PROD006,1,60079.79,completed,Net Banking,Bangalore,2026-05-03 09:35:00
ORD000494,CUST0051,PROD026,1,98011.14,completed,EMI,Chennai,2026-05-03 23:35:00
ORD000495,CUST0148,PROD028,1,48850.04,completed,Debit Card,Kolkata,2026-05-03 15:04:00
ORD000496,CUST0007,PROD023,1,89284.63,completed,Net Banking,Pune,2026-05-03 19:22:00
ORD000497,CUST0060,PROD003,1,138669.87,completed,Credit Card,Bangalore,2026-05-03 22:39:00
ORD000498,CUST0038,PROD016,1,142366.67,pending,Credit Card,Mumbai,2026-05-03 10:07:00
ORD000499,CUST0006,PROD020,2,135568.4,completed,EMI,Chennai,2026-05-03 18:44:00
ORD000500,CUST0160,PROD017,1,82545.61,completed,Net Banking,Mumbai,2026-05-03 14:34:00
